sentence,verb lemma,w0,interpretation,object,qualia,,,,,,,,,,
"Bussprodusenten Krupp startet et uvanlig prosjekt i 1931, '' Flettner-Krupp-Großramuwagen'' med en fireakslet passasjertilhenger trukket av en trekkvogn på kun forakselen.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Ekteparet Glueck startet dette prosjektet i 40­åra i Boston.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Oljedirektoratet startet derfor et prosjekt i 1986 for å kartlegge potensielle kostnadsreduksjoner ved fremtidige feltutbygginger.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
UNINETT startet et nytt prosjekt med valg av nytt arkivsystem i 2010.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Ekteparet Glueck startet dette prosjektet i 40-åra i Boston.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Nesten 90 pst. av elevene som går ut av ungdomsskolen, starter et utdanningsløp i videregående skole.",starte,NOUN,attend,skole,telic,,,,,,,,,,
"KRÅD startet da et prosjekt i syv kommuner, hvor det gjennom tre år ble prøvd ut en modell for samarbeid om lokale kriminalitetsforebyggende til­ tak.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Jacob L. B. Sverdrups startet da et « Agerdyrkingsseminarium » .,starte,NOUN,attend,seminar,telic,,,,,,,,,,
"Professor i samfunnsøkonomi ved NTNU, Anders Skonhoft, starter en artikkel i Klassekampen 14. februar slik :",starte,NOUN,write,article,agentive,,,,,,,,,,
Sarpsborg startet et prosjekt i 2011 hvor målet er å opprette dagtilbud på gård for rusavhengige.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"PER-MATHIAS HØGMO startet et prosjekt som ville vært evaluert til vellykket om vi hadde slått Ungarn, men som mange nå mener er håpløst.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Sametinget starter nå et nytt tilsvarende prosjekt for sørsamisk, som planlegges å være ferdig om tre år.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Hydro startet så et prosjekt med membraner for separasjon av oksygen fra luft, og med separasjon av hydrogen fra naturgass.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Rådmannen starter eget prosjekt med fokus på psykisk helsearbeid og rus.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
kommune Kommunehuset NO RWAY Nordland 10 8003 BODØ NO MELDING OM POLITISK KONSEKVENSER AV SOM Vedlagt digital post fra Beiarn Beiarnhar startet et prosjekt åut digitalt.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Skuespilleren starter den oppsiktsvekkende historien med å fortelle at han alltid har problemer taxisjåfører i den franske hovedstaden.,starte,NOUN,act,story,other,,,,,,,,,,
Nortura starter eget prosjekt for å fremskynde utfasing av det omstridte tilsettingsstoffet narasin i kyllingfôr.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"OLF har som en oppfølging av dette initiativet startet et prosjekt som har som målsetning å redusere antall lekkasjer> 0,1 kg / s med 50 % innen utgangen av 2005 ( målt mot gjennomsnittet i perioden 2000 - 2002 ) .",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"AREAL startet et større prosjekt innenfor temaet Rettigheter, organisering og regulering i norsk utmark i møte med næringsendringer og miljøproblemer.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"OLF har som en oppfølging av dette initiativet startet et prosjekt hvis målsetning er å redusere antall lekkasjer> 0,1 kg / s med 50 % innen utgangen av 2005 ( målt mot gjennomsnittet i perioden 2000- 2002 ) .",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Regissøren startet dette prosjektet med en serie fotoutstillinger, og har uttalt at filmen « bare er en samling bilder jeg ville fange opp » – mens strukturen ble oppdaget under opptakene.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Miljøverndepartementet og en rekke andre organisasjoner - startet et prosjekt som de kaller « Levende Skog » , et forsknings- og informasjonsprosjekt til 30 mill. kr, for de sier at hvis de ikke er i stand til å dokumentere at norsk skogbruk og norsk treforedlingsindustri i dag driver helt klart på miljøets premisser, er de sjaltet ut.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Luftfartøyingeniør Pavel Ignatyevich Grokhovskii startet et prosjekt med et TB-3-4M - 17 i 1934, da dette ble ombygd for å fungere som et flygende kanonskyts med en 76mm kanon M1927 montert under flykroppen.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Statens helsetilsyn startet et prosjekt i 2018 :,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Avinor startet et prosjekt i 2017 om å klargjøre flyplassene for elektriske fly.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Nofima startet et prosjekt på mer teoretisk markedsforskning som vil sette oss i stand til å gjøre mer helhetlige analyser av hele verdikjeder.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Helsedirektoratet og de regionale helseforetakene starter nå et prosjekt for å videreutvikle GTT-undersøkelsen med sikte på å få tak i årsakssammenhenger.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Statkraft startet et FOU-prosjekt om bedring av smoltkvaliteten på produksjonsanleggene.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Larvik kommune starter derfor et prosjekt i samarbeid med Kunnskapssenteret.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Jarle Kallestad, starter en kommentar i Vårt Land 17.11.08, med å omtale hele kirkemøtet det året som "" politisk korrekt "" .",starte,NOUN,write/say,comment,agentive,,,,,,,,,,
FSAT starter et prosjekt for å inkludere datakilder som inneholder opptaksdata :,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Ferguson starter det ene kapittelet med å hylle sin trofaste midtbanesliter gjennom mange år, før det kommer frem at skotten merket en forandring i Keanes oppførsel da evnene som fotballspiller begynte å bli dårligere etter en hofte- og kneoperasjon.",starte,NOUN,write,article,agentive,,,,,,,,,,
Mahomes og Tyrann Mathieu startet et prosjekt for velgerregistrering i Kansas City.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"May Britt Tynes fra Sykkylven startet et veldedig prosjekt i byen Bogo helt nord på øya Cebu på Filippinene for 12 år siden, og driver i dag førskolen Lola Day Care Center.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Anna startet også et ambisiøst prosjekt med å få parets datter Thamar gift med Mikael IX Palaiologos, Andronikos' sænn og medkeiser.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Kommunenes Sentralforbund har nå - i samarbeid med Handelshøyskolen BI - startet et prosjekt om kommunesektoren og EØS / EF.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Kathrine Skretting ( Observatør ) , Iben Kardel ( Observatør ) SINN starter nå et nytt treårig prosjekt, som har fått navnet "" Trygg førsteårsstudent "" .",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Coorstek Membrane Science AS med flere internasjonale partnere, startet et prosjekt i 2019, der keramiske membraner og elektrokjemi gir reformering i ett termoelektrokjemisk prosesstrinn.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Burdon startet begge sanger flere ganger, klaget over monitorlyden, var først ydmyk beklagende - men innen 15 minutter hadde gått var Burdon pisse sur og publikum temmelig forvirret.",starte,NOUN,sing,song,agentive,,,,,,,,,,
"Yi starter det nest siste kapittelet med mer utførlig å drøfte hvordan man kan forstå og systematisere hindringer, for dermed å gi en inngang til diskusjonen om hvordan de samme hindringene kan møtes.",starte,NOUN,write,chapter,agentive,,,,,,,,,,
"Vi startet dette avsnittet med å peke på foreldrenes utdanning som en svært sentral oppvekstressurs, og vi har vist at på denne variabelen er det en meget betydelig variasjon mellom bydelene.",starte,NOUN,write,section,agentive,,,,,,,,,,
Vi startet denne delen av spørreskjemaet med påstanden :,starte,NOUN,fill,questionnaire,telic,,,,,,,,,,
Vi startet dette kapittelet med å påpeke den lave utdanningsakriviteren blant flyktningene.,starte,NOUN,write,,agentive,,,,,,,,,,
Vi starter dette avsnittet med en svært stilisert beskrivelse av arbeidsmarkedet for lærere.,starte,NOUN,write,section,agentive,,,,,,,,,,
"SSB har sammen med Senter for jordfaglig miljøforskning, Ås, ( Jordforsk ) startet et prosjekt for å utvikle SIMJAR 2 til å beregne arealavrenning av fosfor.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Vi startet denne artikkelen med å stille spørsmålet om evalueringer i dag var rituale eller læring.,starte,NOUN,write,article,agentive,,,,,,,,,,
Vi starter denne boka med å trekke fram en del indikatorer eller nøkkeltall som kan gi en pekepinn på hvordan det står til med miljøet i Norge ( avsnitt 1.2 og 1.3 ) .,starte,NOUN,write,book,agentive,,,,,,,,,,
Vi starter denne boka med presentasjon av Norges nasjonale indikatorsett for bærekraftig utvikling.,starte,NOUN,write,book,agentive,,,,,,,,,,
Vi starter dette kapitlet med å analysere konsekvensene av å bruke oppgavevariabler i stedet for outputvariabler i forskjellige sammenhenger.,starte,NOUN,present,chapter,other,,,,,,,,,,
vi startet dette kapitlet med spørsmålet om innføring av et styringssystem med parlamentariske trekk ville bedre mulighetene for finansiell styring.,starte,NOUN,write,chapter,agentive,,,,,,,,,,
"Sjøfartsdirektoratet har i 2016 startet et større IKT-prosjekt for å effektivisere tjenestene til NIS / NOR Skipsregistret, bl.a. gjennom modernisering av saksbehandlingssystemer og digitalisering av en rekke skjemaer.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Sametinget har i 2015 startet et prosjekt i samarbeid med Samisk kunstnerråd ( SDR ) kalt forfatterstudiet.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Forskingsrådet har også starta eit prosjekt for teknologiframsyn kalla CREATE.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Helsetilsynet har i 2004 startet et prosjekt for enhetlig behandling av klagesaker innenfor helselovgivningen og sosialtjenestelovgivningen.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Sjøfartsdirektoratet har i 2016 startet et større IKT-prosjekt for å effektivisere tjenestene til skipsregistrene, bl.a. gjennom modernisering av saksbehandlingssystemer og digitalisering av en rekke skjemaer.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Bioforsk og Landbrukets forsøksringer har i 2006 startet et treårig prosjekt for etablering og utvikling av et potetfaglig forum på Apelsvoll.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Med bakgrunn i de store utfordringer vi har hatt på Agder med ekstreme værforhold og bortfall av vitale tjenester, har Fylkesmannen startet et prosjekt med fokus på økt robusthet i kraft, elektronisk kommunikasjon, informasjon og velferdsteknologi ( KEIV-prosjektet ) .",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"I samarbeid med bønder i området, og med støtte fra storfesatsinga i Hedmark, har hun derfor nylig startet et prosjekt som skal avdekke hva som gir problemer for kalvene i regionen, med hoved fokus på selen- og E-vitaminmangel.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Verdens Naturfond ( WWF ) har for eksempel startet et prosjekt i Australia, Fiji og New Zealand som følger tunfisk fra den er fanget til den blir tilberedt.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Statsbygg har i 2017 startet et omfattende prosjekt for rehabilitering av forlegningsbyggene ved Ullersmo fengsel.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Vi starter dette kapittelet med en kort leseveiledning.,starte,NOUN,write,chapter,agentive,,,,,,,,,,
"De startet dette prosjektet gjennom CAPES-SIU-programmet etter at de innså at de trengte å tilby studentene et mer avansert kurs i robotikk, også etter innspill fra næringslivet i Brasil.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Jeg startet dette innlegget med å minne om formaningen til Arbeiderpartiet om ikke å legge seg på kollisjonskurs.,starte,NOUN,write,post,agentive,,,,,,,,,,
"Nå, jeg startet dette innlegg med kritikk, og jeg må fortsette med kritikk.",starte,NOUN,write,post,agentive,,,,,,,,,,
"Jeg startet dette innlegget med å understreke verdien av den enighet vi kan samle i sikkerhetspolitiske spørsmål, og jeg gjentar gjerne at ønsket om og viljen til en slik enighet er prisverdig.",starte,NOUN,write,post,agentive,,,,,,,,,,
Direktoratet for sivilt beredskap har i år startet et prosjekt for evaluering og observasjon av krisehendelser.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Pedagogisk forskningsinsitutt på Universitetet i Oslo har i år startet et prosjekt om « barn og TV-reklame » .,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Jeg startet dette innlegget med å konstatere at det er relativt sjelden at protokollkomiteen har bemerkninger å gjøre når det gjelder Regjeringens disposisjoner.,starte,NOUN,write,post,agentive,,,,,,,,,,
"Jeg startet dette innlegget med å snakke om barnefattigdom, og jeg skal også avslutte med det.",starte,NOUN,write,post,agentive,,,,,,,,,,
"Institusjonen har også starta eit prosjekt for å prøve ut samarbeidsmodellar mellom museum og vidaregåande opplæring, med grunnlag i læreplanen Reform 94.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Vi starter dette kapitlet med å spørre om Utdanningsdirektoratets veiledning til læreplanen er kjent blant lærerne og hvor nyttig de opplever at den er.,starte,NOUN,write,chapter,agentive,,,,,,,,,,
Vi starter derfor hvert kapittel med « vår oppsummering og kommentar » slik at leseren får presentert hovedpoengene i kapitlet.,starte,NOUN,write,chapter,agentive,,,,,,,,,,
De to startet et prosjekt kalt,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Instituttene / fakultetetene starter informasjon om og forberedelser til valgene.,starte,NOUN,give,information,other,,,,,,,,,,
Elevene startet så prøvemodulen og arbeidet til de ble ferdige eller til programmet avsluttet automatisk etter 40 minutter.,starte,NOUN,work,"sample module (but similar to test, and usually I flag the word ""test"" as event",other,,,,,,,,,,
Kari Wærness starter teksten med å påpeke kravet om at « alt stadig bør gå raskere » .,starte,NOUN,write,text,agentive,,,,,,,,,,
"Djokovic startet andresettet litt tregt, men hevet seg noe.",starte,NOUN,play,set,agentive,,,,,,,,,,
Marie N startet sangen iført en hvit dress og en hatt som en av danserne fjernet.,starte,NOUN,sing,song,agentive,,,,,,,,,,
Dale starter brevet med å redegjøre for « noen grunnleggende problemstillinger » ved den bestilte rapporten og kommer med kritikk på flere punkter :,starte,NOUN,write,letter,agentive,,,,,,,,,,
"Damon Albarn startet sideprosjektet Gorillaz og The Good The Bad And The Queen, han dro til Mali og Congo for å lage plater med lokale musikere, og komponerte den kinesiske musikalen « Monkey : Journey To The West » .",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Giæver starter kommentaren sin med å konstatere at det er mange som er skuffet over det nye vedtaket i Nordland Arbeiderparti om å legge bort kravet om en konsekvensutredning av havområdene utenfor Lofoten, Vesterålen og Senja ( LoVeSe ) , noe som er nokså ironisk med tanke på den enorme motstanden utredningsspørsmålet har fått.",starte,NOUN,say,comment,agentive,,,,,,,,,,
Chaudhry startet innlegget med :,starte,NOUN,write,post,agentive,,,,,,,,,,
Representanten Steensnæs startet innlegget sitt med å stadfeste Kristelig Folkepartis mål om at bistanden skal nå opp i 1 pst. av BNI.,starte,NOUN,write,,agentive,,,,,,,,,,
"Sokrates, Jesus, Gandhi og Martin Luther King startet håpløse prosjekter i møte med en enorm overmakt.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Gründeren startet prosjektet i 1998 og hadde planer om et prosjekt i Rælingen, men han mener at markedet ikke var modent på det tidspunktet.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Re kommune starter nytt prosjekt "" Etter skoletid """,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Martsinkevichs følgere startet prosjektet « Occupy Pedophilyaj » , under dekke av å skulle avsløre og rapportere pedofil virksomhet på nett gjennom de internettbaserte møteplassene.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Skolen startet prosjektet i 2007 med et seminar med Kamil Øzerk og en studietur til Fjell skole i Drammen.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Sametinget og lokalbefolkningen startet selv prosjektet som Samisk institutt / Samisk høgskole hjalp til med å gjennomføre.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Elevene startet prosjektet med en tur til gartneriet i Mogan.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Bedriften starter prosjektet med ønsket om å å gi noe tilbake til lokalsamfunnene gjennom et lavterskeltilbud.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Helsedirektoratet startet prosjektet Prehospital strategisk satsing i 2014 med formål å etablere en informasjonsmodell for hele den akuttmedisinske kjeden, nasjonal og internasjonal benchmarking, og innovative publiseringsløsninger.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Fylkesmannen i Østfold på vegne av Barne-og familiedepartementet startet prosjektet våren 2000.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
« Flått i Nord » startet prosjektet og kartleggingen for fire år siden.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Franskmennene startet prosjektet, mens amerikanerne overtok etter 1900.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Hilde startet prosjektet, og jeg vil gjerne videreføre det.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Apples tidligere toppsjef John Sculley startet PowerBook-prosjektet i 1990, og satte av 1 million US$ til markedsføring.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Polar Park i Bardu starter prosjekt for å trene opp hunder til å jakte bjørn, melder Fremover.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Vegdirektoratet startet prosjekt for økt satsing på miljøgater ( – inspirert av tilsvarende løsninger i Danmark ),starte,NOUN,project,project,agentive_project,,,,,,,,,,
En egen gruppe i bergenspolitiet startet prosjektet i januar samme år.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Drammen kommune startet prosjektet "" Union Scene "" i 2004, og de første lokalene var klare til åpning for publikum i februar 2005.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Kvinnene startet prosjektet for å vise hvor mye god og spiselig mat som kastes.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Viksjø startet prosjektet med et elektronisk journalsystem sammen med Trond Hjortdal.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
1.Har startet prosjekt eller utviklingsarbeid som aktivt inkluderer skolebiblioteket 2.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
SVV starter mange prosjekter i samme område og markedet presses.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Studentene starter prosjektet med å legge fram i hvert fall tre forskjellige ideer.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Norges Bank startet prosjektet for konjunkturovervåking høsten 2002.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Viktor Sanden Espedal og kjæresten Christina Højgaard Nielsen startet prosjektet i vår.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
Prosjekteier starter derfor ofte prosjektet opp med forhåndsoppfatninger av hvilken løsning som er mest aktuell.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Jarand Herdal startet prosjektet med å spille inn en smakebit, eller såkalt spillefilmpilot, for Kadaver allerede i 2016.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Håvard Aksnes starter flere prosjekter, for å få « den ukjente frem på radaren » .",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Flyktningetjenesten i Rana startet prosjektet « Boligskole for Flyktninger » høsten 2014, dette etter tilsagn om kompetansemidler fra Husbanken.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"DJ Delorie startet prosjektet i 1989, og har veiledet det videre.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Regjeringen starter prosjektet allerede nå, og man går i gang allerede i sommer.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Stepan Roh startet DejaVu-prosjektet i 2004 med mål om å tilby en fontsamling med en større gruppe skrifttegn, og i dag installeres fontsamlingen som standard i en rekke Linux-distribusjoner.",starte,NOUN,project,project,agentive_project,,,,,,,,,,
Ivan Galuzin startet tv-prosjektet SKATV sammen med Christian Bould da han var student.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
BMW Motorsport startet M3-prosjektet i 1981.,starte,NOUN,project,project,agentive_project,,,,,,,,,,
"Flyktningrådet starta INCOR-prosjektet,",starte,NOUN,project,project,agentive_project,,,,,,,,,,
De første 50 kontorene startet SPA-prosjektet 1. oktober,starte,NOUN,project,project,agentive_project,,,,,,,,,,
